chrom,chromStart,chromEnd,symbol,cell,rep,score,strand
chr6,20552193,20552266,CDKAL1,MOLM2,A,4.08801439797987,+
chr6,144318271,144318378,UTRN,MOLM2,A,4.04586897378532,+
chr6,57568405,57568494,PRIM2,MOLM2,A,4.04586897378532,+
chr6,106558246,106558334,CRYBG1,MOLM2,A,4.04586897378532,+
chr6,149339296,149339358,TAB2,MOLM2,A,4.04586897378532,+
chr6,80132023,80132065,BCKDHB,MOLM2,A,4.04586897378532,+
chr6,163569208,163569300,QKI,MOLM2,A,3.84213028937774,+
chr6,122809544,122809630,SMPDL3A,MOLM2,A,3.79683406945511,+
chr6,2277304,2277378,GMDS-DT,MOLM2,A,3.79683406945511,+
chr6,106632392,106632460,QRSL1,MOLM2,A,3.79683406945511,+
chr6,15372567,15372610,JARID2,MOLM2,A,3.79683406945511,+
chr6,95606714,95606800,MANEA,MOLM2,A,3.59633429236432,+
chr6,108676433,108676505,FOXO3,MOLM2,A,3.59633429236432,+
chr6,150926348,150926394,MTHFD1L,MOLM2,A,3.59633429236432,+
chr6,108338856,108338984,AFG1L,MOLM2,A,3.54709152756601,+
chr6,157073883,157073986,ARID1B,MOLM2,A,3.54709152756601,+
chr6,158727172,158727260,SYTL3,MOLM2,A,3.54709152756601,+
chr6,7409033,7409121,RIOK1,MOLM2,A,3.54709152756601,+
chr6,163494917,163494993,QKI,MOLM2,A,3.54709152756601,+
chr6,41925709,41925781,BYSL,MOLM2,A,3.54709152756601,+
chr6,15372675,15372747,JARID2,MOLM2,A,3.54709152756601,+
chr6,21073851,21073916,CDKAL1,MOLM2,A,3.54709152756601,+
chr6,45548073,45548122,RUNX2,MOLM2,A,3.54709152756601,+
chr6,154880639,154880659,TIAM2,MOLM2,A,3.54709152756601,+
chr6,35467004,35467094,FANCE,MOLM2,A,3.3509142017014,+
chr6,42065906,42065975,TAF8,MOLM2,A,3.2966670004047,+
chr6,144657885,144657953,UTRN,MOLM2,A,3.2966670004047,+
chr6,33646848,33646914,ITPR3,MOLM2,A,3.2966670004047,+
chr6,147329257,147329322,STXBP5,MOLM2,A,3.2966670004047,+
chr6,34801785,34801847,UHRF1BP1,MOLM2,A,3.2966670004047,+
chr6,34956194,34956253,ANKS1A,MOLM2,A,3.2966670004047,+
chr6,108367152,108367204,AFG1L,MOLM2,A,3.2966670004047,+
chr6,73464478,73464551,MTO1,MOLM2,A,3.10621311281951,+
chr6,87598200,87598262,ORC3,MOLM2,A,3.10621311281951,+
chr6,150964107,150964164,MTHFD1L,MOLM2,A,3.10621311281951,+
chr6,72879774,72879824,KCNQ5,MOLM2,A,3.10621311281951,+
chr6,20419761,20419793,E2F3,MOLM2,A,3.10621311281951,+
chr6,20988647,20988712,CDKAL1,MOLM2,A,3.04563986094258,+
chr6,5442222,5442281,FARS2,MOLM2,A,3.04563986094258,+
chr6,7198317,7198373,RREB1,MOLM2,A,3.04563986094258,+
chr6,36708942,36708987,RAB44,MOLM2,A,3.04563986094258,+
chr6,18177533,18177561,KDM1B,MOLM2,A,3.04563986094258,+
chr6,35916194,35916215,SRPK1,MOLM2,A,400,-
chr6,35916215,35916240,SRPK1,MOLM2,A,400,-
chr6,13655441,13655459,RANBP9,MOLM2,A,400,-
chr6,13655459,13655486,RANBP9,MOLM2,A,400,-
chr6,75237793,75237836,COX7A2,MOLM2,A,400,-
chr6,41935275,41935308,CCND3,MOLM2,A,400,-
chr6,159778961,159779019,TCP1,MOLM2,A,400,-
chr6,75237836,75237889,COX7A2,MOLM2,A,400,-
chr6,38676652,38676756,GLO1,MOLM2,A,400,-
chr6,159779019,159779082,TCP1,MOLM2,A,400,-
chr6,16655604,16655685,ATXN1,MOLM2,A,196.73175068124,-
chr6,16655685,16655706,ATXN1,MOLM2,A,145.743307744923,-
chr6,89778867,89778874,MDN1,MOLM2,A,137.625327891274,-
chr6,89778837,89778867,MDN1,MOLM2,A,137.620646612761,-
chr6,89778874,89778883,MDN1,MOLM2,A,137.366216845467,-
chr6,89778883,89778891,MDN1,MOLM2,A,136.322351900739,-
chr6,82996233,82996320,UBE3D,MOLM2,A,112.075923380275,-
chr6,149617883,149617931,KATNA1,MOLM2,A,111.081592179939,-
chr6,149617931,149617954,KATNA1,MOLM2,A,111.081592179939,-
chr6,43628315,43628351,GTPBP2,MOLM2,A,110.012747494838,-
chr6,2037801,2037946,GMDS,MOLM2,A,108.63018804654,-
chr6,43628351,43628368,GTPBP2,MOLM2,A,106.510907176893,-
chr6,16372847,16372902,ATXN1,MOLM2,A,103.502777232936,-
chr6,16372902,16372924,ATXN1,MOLM2,A,94.9375770982081,-
chr6,106314527,106314541,ATG5,MOLM2,A,90.9986068487306,-
chr6,106314512,106314527,ATG5,MOLM2,A,87.8040068598608,-
chr6,106314541,106314569,ATG5,MOLM2,A,85.8531801261809,-
chr6,169571654,169571672,AL031315.1|WDR27,MOLM2,A,85.533488113169,-
chr6,8008876,8008934,BLOC1S5-TXNDC5,MOLM2,A,85.3361867001443,-
chr6,169571600,169571654,WDR27|AL031315.1,MOLM2,A,82.3506149958291,-
chr6,73423976,73424040,CGAS,MOLM2,A,81.8570476926566,-
chr6,106314486,106314512,ATG5,MOLM2,A,80.7529451204162,-
chr6,53537548,53537598,GCLC,MOLM2,A,77.2728755891424,-
chr6,87549297,87549372,RARS2,MOLM2,A,74.8197344501967,-
chr6,53537598,53537625,GCLC,MOLM2,A,74.0663674654443,-
chr6,135042054,135042121,HBS1L,MOLM2,A,71.1565462677128,-
chr6,41935188,41935275,CCND3,MOLM2,A,70.8992504743101,-
chr6,110796567,110796667,CDK19,MOLM2,A,69.6019133982544,-
chr6,1803491,1803585,GMDS,MOLM2,A,68.6783027927533,-
chr6,17652043,17652059,NUP153,MOLM2,A,68.6767918472892,-
chr6,34347936,34347981,RPS10-NUDT3|NUDT3,MOLM2,A,68.4083623910714,-
chr6,17651986,17652043,NUP153,MOLM2,A,65.1875380095753,-
chr6,89768683,89768781,MDN1,MOLM2,A,65.1616673342647,-
chr6,169694251,169694375,AL031315.1|WDR27,MOLM2,A,62.755181276928,-
chr6,87539033,87539068,RARS2,MOLM2,A,62.6332517706403,-
chr6,87538986,87539033,RARS2,MOLM2,A,62.3576091874677,-
chr6,73424040,73424108,CGAS,MOLM2,A,60.0329155809349,-
chr6,136779182,136779261,MAP3K5,MOLM2,A,58.9382987776137,-
chr6,43628301,43628315,GTPBP2,MOLM2,A,57.9252288921212,-
chr6,73423835,73423948,CGAS,MOLM2,A,56.4355825132529,-
chr6,52281758,52281841,MCM3,MOLM2,A,55.7299736776877,-
chr6,35916169,35916194,SRPK1,MOLM2,A,52.3477762931964,-
chr6,85588520,85588592,SNX14,MOLM2,A,50.3879840400339,-
chr6,52281841,52281876,MCM3,MOLM2,A,49.8395914999104,-
chr6,26216653,26216690,HIST1H2BG,MOLM2,A,49.7519531306413,-
chr6,2020247,2020328,GMDS,MOLM2,A,48.4558889005882,-
chr6,82948076,82948193,UBE3D,MOLM2,A,48.4302839402752,-
chr6,34287700,34287812,RPS10-NUDT3|NUDT3,MOLM2,A,46.0978665134049,-
chr6,113940866,113940971,HDAC2,MOLM2,A,45.9416878788916,-
chr6,41935308,41935344,CCND3,MOLM2,A,43.1737761367173,-
chr6,108252007,108252076,SNX3,MOLM2,A,42.4828880649654,-
chr6,34347903,34347936,NUDT3|RPS10-NUDT3,MOLM2,A,41.5257494892193,-
chr6,34320775,34320840,RPS10-NUDT3|NUDT3,MOLM2,A,40.8783459539993,-
chr6,44985106,44985190,SUPT3H,MOLM2,A,38.9991223097478,-
chr6,2152981,2153079,GMDS,MOLM2,A,38.5488276888093,-
chr6,166984380,166984500,Z94721.1,MOLM2,A,36.5556523970808,-
chr6,42744597,42744649,TBCC,MOLM2,A,35.2751530400669,-
chr6,104782417,104782477,HACE1,MOLM2,A,35.0149627239181,-
chr6,42277808,42277834,TRERF1,MOLM2,A,34.9982169776687,-
chr6,89643157,89643228,MDN1,MOLM2,A,33.4805920710443,-
chr6,111464032,111464114,REV3L,MOLM2,A,33.2056421915015,-
chr6,34636183,34636252,C6orf106,MOLM2,A,31.5923570908822,-
chr6,85633721,85633773,SYNCRIP,MOLM2,A,31.1493766133505,-
chr6,87555036,87555089,RARS2,MOLM2,A,31.0379794239224,-
chr6,16695913,16696019,ATXN1,MOLM2,A,30.1882584124883,-
chr6,104782477,104782489,HACE1,MOLM2,A,30.1213215190966,-
chr6,106216825,106216928,ATG5,MOLM2,A,29.9808035075474,-
chr6,42277759,42277808,TRERF1,MOLM2,A,29.9808035075474,-
chr6,166975734,166975821,Z94721.1,MOLM2,A,29.9577585069279,-
chr6,57929837,57929912,GUSBP4|LINC00680-GUSBP4,MOLM2,A,29.9577585069279,-
chr6,136604362,136604400,MAP3K5,MOLM2,A,29.9577585069279,-
chr6,136604400,136604414,MAP3K5,MOLM2,A,29.6991339814556,-
chr6,100873074,100873136,ASCC3,MOLM2,A,29.202064976202,-
chr6,34390557,34390632,NUDT3|RPS10-NUDT3,MOLM2,A,29.1790365331092,-
chr6,25145026,25145089,CMAHP,MOLM2,A,29.1790365331092,-
chr6,42744536,42744597,TBCC,MOLM2,A,28.9792741956186,-
chr6,34320840,34320884,RPS10-NUDT3|NUDT3,MOLM2,A,28.1237712444315,-
chr6,16548871,16548963,ATXN1,MOLM2,A,27.3146211608001,-
chr6,26888764,26888833,GUSBP2,MOLM2,A,27.3146211608001,-
chr6,13621542,13621625,RANBP9,MOLM2,A,27.1368497021027,-
chr6,16372924,16372976,ATXN1,MOLM2,A,26.7738250606889,-
chr6,89791000,89791054,MDN1,MOLM2,A,26.7647279129846,-
chr6,17652059,17652104,NUP153,MOLM2,A,26.2055647271607,-
chr6,25145089,25145106,CMAHP,MOLM2,A,26.2055647271607,-
chr6,78940403,78940475,PHIP,MOLM2,A,25.6954879303758,-
chr6,82996194,82996233,UBE3D,MOLM2,A,23.6499711230006,-
chr6,149541252,149541327,PPIL4,MOLM2,A,23.3798625911127,-
chr6,79024744,79024819,PHIP,MOLM2,A,23.3119442301582,-
chr6,13621625,13621692,RANBP9,MOLM2,A,23.2694438100393,-
chr6,135042121,135042127,HBS1L,MOLM2,A,21.9413982433176,-
chr6,53267513,53267607,ELOVL5,MOLM2,A,21.7145102031537,-
chr6,34390632,34390678,NUDT3|RPS10-NUDT3,MOLM2,A,21.3773596656254,-
chr6,100640140,100640261,ASCC3,MOLM2,A,20.9905495291472,-
chr6,85587496,85587519,SNX14,MOLM2,A,20.9905495291472,-
chr6,13655406,13655441,RANBP9,MOLM2,A,20.7271025077632,-
chr6,118885156,118885206,MCM9,MOLM2,A,20.5012513744771,-
chr6,85633858,85633935,SYNCRIP,MOLM2,A,20.145190104547,-
chr6,96517336,96517399,UFL1-AS1,MOLM2,A,19.8405028890234,-
chr6,87555089,87555107,RARS2,MOLM2,A,19.8405028890234,-
chr6,89790956,89791000,MDN1,MOLM2,A,19.5773225222593,-
chr6,85633773,85633814,SYNCRIP,MOLM2,A,19.4436753025264,-
chr6,87521685,87521757,RARS2,MOLM2,A,19.3125926939488,-
chr6,129585222,129585274,ARHGAP18,MOLM2,A,19.3125926939488,-
chr6,85587519,85587534,SNX14,MOLM2,A,19.152564992072,-
chr6,136287290,136287316,BCLAF1,MOLM2,A,18.3568300030141,-
chr6,43320856,43320894,ZNF318,MOLM2,A,18.2355857063294,-
chr6,136287278,136287290,BCLAF1,MOLM2,A,18.0800594603645,-
chr6,118885206,118885223,MCM9,MOLM2,A,17.9655287679867,-
chr6,117587413,117587505,GOPC,MOLM2,A,17.8879650488266,-
chr6,85633669,85633721,SYNCRIP,MOLM2,A,17.6358521569569,-
chr6,112071010,112071050,TUBE1,MOLM2,A,17.6358521569569,-
chr6,100632966,100633032,ASCC3,MOLM2,A,17.4060535764565,-
chr6,43320894,43320908,ZNF318,MOLM2,A,17.1312155991194,-
chr6,1928890,1928930,GMDS,MOLM2,A,16.8756493704171,-
chr6,89776780,89776919,MDN1,MOLM2,A,16.6890077750795,-
chr6,158783518,158783581,EZR,MOLM2,A,16.6890077750795,-
chr6,43522412,43522578,XPO5,MOLM2,A,16.4878628179722,-
chr6,89809714,89809789,MDN1,MOLM2,A,16.3621277795005,-
chr6,13430440,13430469,GFOD1,MOLM2,A,16.1039497831147,-
chr6,166464920,166464994,RPS6KA2-IT1,MOLM2,A,15.8446663921612,-
chr6,13430411,13430440,GFOD1,MOLM2,A,15.8446663921612,-
chr6,117561439,117561550,GOPC,MOLM2,A,15.8191575853533,-
chr6,127324822,127324905,ECHDC1,MOLM2,A,15.7905308300723,-
chr6,16721570,16721634,ATXN1,MOLM2,A,15.7905308300723,-
chr6,143436782,143436832,ADAT2,MOLM2,A,15.7011161530613,-
chr6,169571441,169571497,AL031315.1|WDR27,MOLM2,A,15.5841500953324,-
chr6,1928930,1928971,GMDS,MOLM2,A,15.5841500953324,-
chr6,42192662,42192742,GUCA1B,MOLM2,A,15.5311421567257,-
chr6,117561789,117561820,GOPC,MOLM2,A,15.4432754736045,-
chr6,106606660,106606761,RTN4IP1,MOLM2,A,15.3222707139014,-
chr6,129585274,129585290,ARHGAP18,MOLM2,A,15.3222707139014,-
chr6,110651861,110651944,CDK19,MOLM2,A,15.2616783876626,-
chr6,169571672,169571722,AL031315.1|WDR27,MOLM2,A,15.2616783876626,-
chr6,138525458,138525539,NHSL1,MOLM2,A,15.0588984584463,-
chr6,111305555,111305597,REV3L,MOLM2,A,15.0492516070924,-
chr6,169526613,169526661,WDR27|AL031315.1,MOLM2,A,14.7939071083312,-
chr6,34389604,34389724,NUDT3|RPS10-NUDT3,MOLM2,A,14.5271781920881,-
chr6,135050580,135050585,HBS1L,MOLM2,A,14.4547113197881,-
chr6,118540698,118540773,CEP85L,MOLM2,A,14.2586058630023,-
chr6,85587467,85587496,SNX14,MOLM2,A,14.1820098642247,-
chr6,109087083,109087179,SESN1,MOLM2,A,14.049554720954,-
chr6,41850401,41850458,USP49,MOLM2,A,13.9881011053557,-
chr6,143436832,143436854,ADAT2,MOLM2,A,13.6644159415488,-
chr6,96494240,96494314,UFL1-AS1,MOLM2,A,13.1811598624715,-
chr6,158795229,158795257,EZR,MOLM2,A,13.1811598624715,-
chr6,100565406,100565476,ASCC3,MOLM2,A,13.1644422731939,-
chr6,145892984,145893073,SHPRH,MOLM2,A,12.9278402066932,-
chr6,169571497,169571536,WDR27|AL031315.1,MOLM2,A,12.9278402066932,-
chr6,158795207,158795229,EZR,MOLM2,A,12.9278402066932,-
chr6,107955774,107955891,SEC63,MOLM2,A,12.8885462640797,-
chr6,136667538,136667635,MAP3K5,MOLM2,A,12.8885462640797,-
chr6,111305539,111305555,REV3L,MOLM2,A,12.7713881923944,-
chr6,73594969,73595055,SLC17A5,MOLM2,A,12.4441961382996,-
chr6,42435957,42436055,TRERF1,MOLM2,A,12.2497098100087,-
chr6,75253400,75253452,TMEM30A,MOLM2,A,12.1757049088671,-
chr6,17615068,17615167,NUP153,MOLM2,A,12.1605254093974,-
chr6,135284533,135284589,AHI1,MOLM2,A,11.9019855051535,-
chr6,129665541,129665562,ARHGAP18,MOLM2,A,11.9019855051535,-
chr6,42012554,42012618,CCND3,MOLM2,A,11.8667064095511,-
chr6,117561759,117561789,GOPC,MOLM2,A,11.5285175933723,-
chr6,88610606,88610706,RNGTT,MOLM2,A,11.3803045034357,-
chr6,129665499,129665541,ARHGAP18,MOLM2,A,11.3803045034357,-
chr6,34390273,34390297,RPS10-NUDT3|NUDT3,MOLM2,A,11.3496675080821,-
chr6,34390248,34390273,NUDT3|RPS10-NUDT3,MOLM2,A,10.8272902594924,-
chr6,97143636,97143729,MMS22L,MOLM2,A,10.7132754911586,-
chr6,110796518,110796567,CDK19,MOLM2,A,10.5638190588884,-
chr6,112070964,112071010,TUBE1,MOLM2,A,10.3925235306738,-
chr6,135050585,135050609,HBS1L,MOLM2,A,10.3925235306738,-
chr6,82210619,82210684,IBTK,MOLM2,A,10.2629156262458,-
chr6,100632902,100632966,ASCC3,MOLM2,A,10.2629156262458,-
chr6,2195751,2195830,GMDS,MOLM2,A,10.2189199216856,-
chr6,13676551,13676640,RANBP9,MOLM2,A,10.1170772093974,-
chr6,43540685,43540787,XPO5,MOLM2,A,10.0760983006178,-
chr6,42277834,42277905,TRERF1,MOLM2,A,10.0482836832212,-
chr6,35598915,35598984,FKBP5,MOLM2,A,10.0482836832212,-
chr6,35489662,35489741,TEAD3,MOLM2,A,10.0318492970344,-
chr6,41916199,41916244,MED20,MOLM2,A,10.0318492970344,-
chr6,136287260,136287278,BCLAF1,MOLM2,A,10.0318492970344,-
chr6,17615456,17615494,NUP153,MOLM2,A,9.95398309597844,-
chr6,79023157,79023251,PHIP,MOLM2,A,9.82196427631413,-
chr6,15608284,15608360,DTNBP1,MOLM2,A,9.57412470537888,-
chr6,26033212,26033283,HIST1H2AB,MOLM2,A,9.52512841677231,-
chr6,85577380,85577455,SNX14,MOLM2,A,9.49278890009253,-
chr6,88943588,88943688,RNGTT,MOLM2,A,9.32543304878084,-
chr6,85587534,85587571,SNX14,MOLM2,A,9.32543304878084,-
chr6,41916244,41916256,MED20,MOLM2,A,9.22055257957251,-
chr6,104770681,104770764,HACE1,MOLM2,A,8.94654776297108,-
chr6,52535779,52535850,TRAM2,MOLM2,A,8.82514476308247,-
chr6,99379809,99379864,COQ3,MOLM2,A,8.68049357455314,-
chr6,53007918,53007965,ICK,MOLM2,A,8.68049357455314,-
chr6,100873136,100873190,ASCC3,MOLM2,A,8.67084120096159,-
chr6,89678278,89678338,MDN1,MOLM2,A,8.57339034223177,-
chr6,35879480,35879557,SRPK1,MOLM2,A,8.49654803532136,-
chr6,1843050,1843126,GMDS,MOLM2,A,8.49654803532136,-
chr6,110767178,110767269,CDK19,MOLM2,A,8.42833599714714,-
chr6,87585675,87585738,RARS2,MOLM2,A,8.42833599714714,-
chr6,43543408,43543479,XPO5,MOLM2,A,8.24279473822786,-
chr6,135284589,135284650,AHI1,MOLM2,A,8.06635724433497,-
chr6,169526592,169526613,AL031315.1|WDR27,MOLM2,A,7.92160227611769,-
chr6,127324780,127324822,ECHDC1,MOLM2,A,7.81100996041304,-
chr6,117561820,117561847,GOPC,MOLM2,A,7.76734256814759,-
chr6,89643228,89643279,MDN1,MOLM2,A,7.62375162522448,-
chr6,100693806,100693883,ASCC3,MOLM2,A,7.55443409104641,-
chr6,41820942,41821017,USP49,MOLM2,A,7.55443409104641,-
chr6,87555310,87555377,RARS2,MOLM2,A,7.55443409104641,-
chr6,73432515,73432605,CGAS,MOLM2,A,7.52877872078411,-
chr6,85633352,85633392,SYNCRIP,MOLM2,A,7.52877872078411,-
chr6,8079625,8079671,EEF1E1,MOLM2,A,7.45151230852121,-
chr6,36540295,36540414,STK38,MOLM2,A,7.41094480456949,-
chr6,36855590,36855653,PPIL1,MOLM2,A,7.32860747281329,-
chr6,152970564,152970666,FBXO5,MOLM2,A,7.29665719757943,-
chr6,169495023,169495110,WDR27|AL031315.1,MOLM2,A,7.29665719757943,-
chr6,169571800,169571842,WDR27|AL031315.1,MOLM2,A,7.29665719757943,-
chr6,169571550,169571583,AL031315.1|WDR27,MOLM2,A,7.29665719757943,-
chr6,13790327,13790424,MCUR1,MOLM2,A,7.2794107511403,-
chr6,110806918,110806991,CDK19,MOLM2,A,7.15389184986449,-
chr6,89778184,89778205,MDN1,MOLM2,A,7.15389184986449,-
chr6,169542981,169543085,AL031315.1|WDR27,MOLM2,A,7.03773610128448,-
chr6,2171384,2171484,GMDS,MOLM2,A,6.89557161801286,-
chr6,26216230,26216281,HIST1H2BG,MOLM2,A,6.84160795275819,-
chr6,85633838,85633858,SYNCRIP,MOLM2,A,6.80914354295291,-
chr6,138685618,138685735,NHSL1,MOLM2,A,6.77775813127831,-
chr6,87539861,87539966,RARS2,MOLM2,A,6.77775813127831,-
chr6,118534961,118535052,CEP85L,MOLM2,A,6.77775813127831,-
chr6,2180590,2180644,GMDS,MOLM2,A,6.77775813127831,-
chr6,75259035,75259060,TMEM30A,MOLM2,A,6.77775813127831,-
chr6,85611283,85611327,SYNCRIP,MOLM2,A,6.59738152493183,-
chr6,16510700,16510787,ATXN1,MOLM2,A,6.52197794003377,-
chr6,17651248,17651316,NUP153,MOLM2,A,6.52197794003377,-
chr6,73433052,73433126,CGAS,MOLM2,A,6.51684107581532,-
chr6,34349088,34349184,NUDT3|RPS10-NUDT3,MOLM2,A,6.3748756125044,-
chr6,107075207,107075299,BEND3,MOLM2,A,6.3748756125044,-
chr6,53002928,53003010,ICK,MOLM2,A,6.3748756125044,-
chr6,34364971,34365050,NUDT3|RPS10-NUDT3,MOLM2,A,6.3748756125044,-
chr6,159041152,159041227,TAGAP,MOLM2,A,6.3748756125044,-
chr6,8061208,8061279,BLOC1S5,MOLM2,A,6.3748756125044,-
chr6,2225268,2225348,GMDS,MOLM2,A,6.32587650052382,-
chr6,17690339,17690366,NUP153,MOLM2,A,6.32587650052382,-
chr6,17690366,17690386,NUP153,MOLM2,A,6.32587650052382,-
chr6,83185722,83185859,PGM3,MOLM2,A,6.28113392240344,-
chr6,2145477,2145542,GMDS,MOLM2,A,6.11243552703751,-
chr6,34334688,34334820,RPS10-NUDT3|NUDT3,MOLM2,A,6.08322658088454,-
chr6,38684038,38684064,GLO1,MOLM2,A,6.03978935379895,-
chr6,43228037,43228133,DNPH1,MOLM2,A,5.84860992196969,-
chr6,85558872,85558947,SNX14,MOLM2,A,5.84860992196969,-
chr6,34365432,34365484,NUDT3|RPS10-NUDT3,MOLM2,A,5.84860992196969,-
chr6,87549503,87549536,RARS2,MOLM2,A,5.84860992196969,-
chr6,81746964,81747027,TENT5A,MOLM2,A,5.83997319115096,-
chr6,43566471,43566545,XPO5,MOLM2,A,5.79788783473867,-
chr6,17651902,17651926,NUP153,MOLM2,A,5.79788783473867,-
chr6,99422895,99422946,PNISR,MOLM2,A,5.5962083003715,-
chr6,16521510,16521577,ATXN1,MOLM2,A,5.58345251818545,-
chr6,13789895,13789956,MCUR1,MOLM2,A,5.58345251818545,-
chr6,97188919,97188978,MMS22L,MOLM2,A,5.58345251818545,-
chr6,42277617,42277674,TRERF1,MOLM2,A,5.58345251818545,-
chr6,87549536,87549549,RARS2,MOLM2,A,5.58345251818545,-
chr6,38684009,38684038,GLO1,MOLM2,A,5.55538505926492,-
chr6,110759557,110759630,CDK19,MOLM2,A,5.3520534975301,-
chr6,35879049,35879112,SRPK1,MOLM2,A,5.3520534975301,-
chr6,45355802,45355905,SUPT3H,MOLM2,A,5.31705839458782,-
chr6,42435636,42435709,TRERF1,MOLM2,A,5.31705839458782,-
chr6,100565350,100565406,ASCC3,MOLM2,A,5.31705839458782,-
chr6,16371613,16371646,ATXN1,MOLM2,A,5.31705839458782,-
chr6,110796324,110796342,CDK19,MOLM2,A,5.31705839458782,-
chr6,149598263,149598353,KATNA1,MOLM2,A,5.10766192658604,-
chr6,13358310,13358397,GFOD1,MOLM2,A,5.10766192658604,-
chr6,52281639,52281679,MCM3,MOLM2,A,5.10766192658604,-
chr6,79023087,79023157,PHIP,MOLM2,A,5.06848441368054,-
chr6,127328719,127328785,ECHDC1,MOLM2,A,5.06848441368054,-
chr6,88738617,88738702,RNGTT,MOLM2,A,5.0495668908012,-
chr6,34365376,34365432,NUDT3|RPS10-NUDT3,MOLM2,A,5.0495668908012,-
chr6,16371575,16371613,ATXN1,MOLM2,A,5.0495668908012,-
chr6,110719450,110719529,CDK19,MOLM2,A,4.82410218983141,-
chr6,105347861,105347958,PREP,MOLM2,A,4.78901436204958,-
chr6,82178625,82178722,IBTK,MOLM2,A,4.78901436204958,-
chr6,105366187,105366276,PREP,MOLM2,A,4.78901436204958,-
chr6,34365266,34365333,RPS10-NUDT3|NUDT3,MOLM2,A,4.78901436204958,-
chr6,14697544,14697610,AL138720.1,MOLM2,A,4.78901436204958,-
chr6,108252076,108252093,SNX3,MOLM2,A,4.78901436204958,-
chr6,118858478,118858574,MCM9,MOLM2,A,4.78116290402418,-
chr6,42298055,42298132,TRERF1,MOLM2,A,4.78116290402418,-
chr6,99562300,99562375,CCNC,MOLM2,A,4.78116290402418,-
chr6,111675747,111675820,FYN,MOLM2,A,4.78116290402418,-
chr6,73436584,73436649,CGAS,MOLM2,A,4.57916037974417,-
chr6,110807684,110807773,CDK19,MOLM2,A,4.54190539646431,-
chr6,18228206,18228276,DEK,MOLM2,A,4.54190539646431,-
chr6,135340383,135340448,AHI1,MOLM2,A,4.54190539646431,-
chr6,83224634,83224694,ME1,MOLM2,A,4.54190539646431,-
chr6,53332923,53333034,ELOVL5,MOLM2,A,4.33375232082222,-
chr6,35671205,35671270,FKBP5,MOLM2,A,4.33375232082222,-
chr6,110652116,110652174,CDK19,MOLM2,A,4.33375232082222,-
chr6,88879350,88879474,RNGTT,MOLM2,A,4.29421135533631,-
chr6,136719113,136719226,MAP3K5,MOLM2,A,4.29421135533631,-
chr6,11228739,11228809,NEDD9,MOLM2,A,4.29421135533631,-
chr6,82239382,82239451,IBTK,MOLM2,A,4.29421135533631,-
chr6,106308434,106308494,ATG5,MOLM2,A,4.29421135533631,-
chr6,85588227,85588277,SNX14,MOLM2,A,4.29421135533631,-
chr6,100696656,100696752,ASCC3,MOLM2,A,4.08801439797987,-
chr6,107090303,107090402,BEND3,MOLM2,A,4.04586897378532,-
chr6,2097791,2097884,GMDS,MOLM2,A,4.04586897378532,-
chr6,16756069,16756155,ATXN1,MOLM2,A,4.04586897378532,-
chr6,135023436,135023514,HBS1L,MOLM2,A,4.04586897378532,-
chr6,25131562,25131631,CMAHP,MOLM2,A,4.04586897378532,-
chr6,56767556,56767623,DST,MOLM2,A,4.04586897378532,-
chr6,106273618,106273727,ATG5,MOLM2,A,3.79683406945511,-
chr6,149636334,149636438,KATNA1,MOLM2,A,3.79683406945511,-
chr6,73426239,73426297,CGAS,MOLM2,A,3.79683406945511,-
chr6,89790917,89790956,MDN1,MOLM2,A,3.79683406945511,-
chr6,110764935,110764973,CDK19,MOLM2,A,3.79683406945511,-
chr6,99405657,99405752,PNISR,MOLM2,A,3.59633429236432,-
chr6,82240646,82240709,IBTK,MOLM2,A,3.59633429236432,-
chr6,42435511,42435572,TRERF1,MOLM2,A,3.59633429236432,-
chr6,79024914,79024953,PHIP,MOLM2,A,3.59633429236432,-
chr6,107228660,107228764,PDSS2,MOLM2,A,3.54709152756601,-
chr6,34366635,34366726,RPS10-NUDT3|NUDT3,MOLM2,A,3.54709152756601,-
chr6,83315842,83315923,ME1,MOLM2,A,3.54709152756601,-
chr6,16656437,16656511,ATXN1,MOLM2,A,3.54709152756601,-
chr6,110716808,110716877,CDK19,MOLM2,A,3.54709152756601,-
chr6,35641941,35642003,FKBP5,MOLM2,A,3.54709152756601,-
chr6,110764905,110764935,CDK19,MOLM2,A,3.54709152756601,-
chr6,87554485,87554513,RARS2,MOLM2,A,3.54709152756601,-
chr6,100565336,100565350,ASCC3,MOLM2,A,3.54709152756601,-
chr6,135460154,135460245,AHI1,MOLM2,A,3.3509142017014,-
chr6,110613931,110613998,CDK19,MOLM2,A,3.3509142017014,-
chr6,73426321,73426373,CGAS,MOLM2,A,3.3509142017014,-
chr6,89778543,89778552,MDN1,MOLM2,A,3.3509142017014,-
chr6,16708261,16708390,ATXN1,MOLM2,A,3.2966670004047,-
chr6,96811775,96811843,GPR63,MOLM2,A,3.2966670004047,-
chr6,100632760,100632807,ASCC3,MOLM2,A,3.2966670004047,-
chr6,112071095,112071140,TUBE1,MOLM2,A,3.2966670004047,-
chr6,100565310,100565336,ASCC3,MOLM2,A,3.2966670004047,-
chr6,99405775,99405851,PNISR,MOLM2,A,3.10621311281951,-
chr6,43534073,43534138,XPO5,MOLM2,A,3.10621311281951,-
